Fecha,Categoría,Ventas,Cantidad,Región,Mes
2028-05-04,Juguetes,154989,48,Norte,2028-05
2028-05-05,Electrónica,473509,2,Centro,2028-05
2028-05-06,Electrónica,481797,84,Centro,2028-05
2028-05-07,Juguetes,260144,20,Norte,2028-05
2028-05-08,Juguetes,74925,59,Centro,2028-05
2028-05-09,Juguetes,379360,46,Sur,2028-05
2028-05-10,Electrónica,80269,3,Sur,2028-05
2028-05-11,Electrónica,434170,55,Centro,2028-05
2028-05-12,Juguetes,499887,12,Norte,2028-05
2028-05-13,Deportes,475833,40,Sur,2028-05
2028-05-14,Deportes,313602,66,Sur,2028-05
2028-05-15,Ropa,361181,78,Norte,2028-05
2028-05-16,Hogar,162185,16,Centro,2028-05
2028-05-17,Deportes,109977,83,Sur,2028-05
2028-05-18,Electrónica,493442,34,Norte,2028-05
2028-05-19,Deportes,316083,44,Norte,2028-05
2028-05-20,Ropa,39345,6,Sur,2028-05
2028-05-21,Ropa,265688,77,Centro,2028-05
2028-05-22,Hogar,449529,64,Sur,2028-05
2028-05-23,Deportes,382251,22,Norte,2028-05
2028-05-24,Electrónica,394010,18,Sur,2028-05
2028-05-25,Electrónica,495581,12,Centro,2028-05
2028-05-26,Juguetes,271798,52,Norte,2028-05
2028-05-27,Electrónica,341310,94,Centro,2028-05
2028-05-28,Hogar,188933,51,Sur,2028-05
2028-05-29,Hogar,107406,71,Sur,2028-05
2028-05-30,Electrónica,321442,96,Centro,2028-05
2028-05-31,Electrónica,450437,48,Sur,2028-05
2028-06-01,Juguetes,317086,19,Centro,2028-06
2028-06-02,Electrónica,13453,6,Sur,2028-06
2028-06-03,Juguetes,112811,84,Centro,2028-06
2028-06-04,Juguetes,64935,27,Centro,2028-06
2028-06-05,Electrónica,394583,53,Norte,2028-06
2028-06-06,Ropa,184442,48,Norte,2028-06
2028-06-07,Ropa,280472,7,Centro,2028-06
2028-06-08,Juguetes,25534,59,Sur,2028-06
2028-06-09,Electrónica,357424,69,Sur,2028-06
2028-06-10,Ropa,488141,11,Sur,2028-06
2028-06-11,Electrónica,46320,15,Centro,2028-06
2028-06-12,Electrónica,59170,64,Centro,2028-06
2028-06-13,Electrónica,110546,3,Centro,2028-06
2028-06-14,Deportes,90201,69,Centro,2028-06
2028-06-15,Electrónica,244473,23,Norte,2028-06
2028-06-16,Deportes,280784,53,Centro,2028-06
2028-06-17,Juguetes,241324,37,Sur,2028-06
2028-06-18,Ropa,494273,9,Norte,2028-06
2028-06-19,Ropa,171121,15,Sur,2028-06
2028-06-20,Ropa,408834,3,Centro,2028-06
2028-06-21,Ropa,243612,93,Norte,2028-06
2028-06-22,Ropa,197125,70,Centro,2028-06
2028-06-23,Ropa,405136,17,Norte,2028-06
2028-06-24,Ropa,316081,26,Sur,2028-06
2028-06-25,Juguetes,210796,21,Centro,2028-06
2028-06-26,Electrónica,153279,72,Centro,2028-06
2028-06-27,Hogar,206846,21,Norte,2028-06
2028-06-28,Deportes,174044,11,Norte,2028-06
2028-06-29,Hogar,414015,38,Centro,2028-06
2028-06-30,Hogar,212160,72,Norte,2028-06
2028-07-01,Electrónica,432132,88,Centro,2028-07
2028-07-02,Electrónica,80463,35,Norte,2028-07
2028-07-03,Electrónica,103500,14,Sur,2028-07
2028-07-04,Ropa,217772,14,Norte,2028-07
2028-07-05,Juguetes,47158,10,Sur,2028-07
2028-07-06,Ropa,94607,12,Norte,2028-07
2028-07-07,Juguetes,391783,38,Norte,2028-07
2028-07-08,Juguetes,255017,34,Centro,2028-07
2028-07-09,Hogar,343840,41,Norte,2028-07
2028-07-10,Hogar,333654,10,Norte,2028-07
2028-07-11,Juguetes,130076,17,Sur,2028-07
2028-07-12,Juguetes,68692,17,Norte,2028-07
2028-07-13,Ropa,140841,67,Centro,2028-07
2028-07-14,Ropa,202816,62,Sur,2028-07
2028-07-15,Hogar,287954,95,Centro,2028-07
2028-07-16,Electrónica,408342,1,Centro,2028-07
2028-07-17,Juguetes,171081,12,Centro,2028-07
2028-07-18,Ropa,121718,4,Centro,2028-07
2028-07-19,Hogar,363076,42,Sur,2028-07
2028-07-20,Ropa,10192,13,Norte,2028-07
2028-07-21,Juguetes,257536,98,Centro,2028-07
2028-07-22,Juguetes,46413,85,Sur,2028-07
2028-07-23,Deportes,153888,86,Centro,2028-07
2028-07-24,Electrónica,49082,4,Norte,2028-07
2028-07-25,Deportes,337192,82,Sur,2028-07
2028-07-26,Hogar,133130,69,Sur,2028-07
2028-07-27,Ropa,60940,19,Norte,2028-07
2028-07-28,Hogar,173202,2,Sur,2028-07
2028-07-29,Juguetes,50142,12,Norte,2028-07
2028-07-30,Deportes,46468,81,Sur,2028-07
2028-07-31,Deportes,433914,74,Sur,2028-07
2028-08-01,Deportes,151727,98,Norte,2028-08
2028-08-02,Hogar,188969,6,Norte,2028-08
2028-08-03,Juguetes,433291,8,Sur,2028-08
2028-08-04,Ropa,412575,51,Sur,2028-08
2028-08-05,Ropa,401192,11,Norte,2028-08
2028-08-06,Hogar,246187,63,Norte,2028-08
2028-08-07,Deportes,52056,57,Sur,2028-08
2028-08-08,Electrónica,61831,12,Sur,2028-08
2028-08-09,Hogar,331335,73,Sur,2028-08
2028-08-10,Hogar,259664,2,Norte,2028-08
2028-08-11,Juguetes,394092,8,Sur,2028-08
2028-08-12,Ropa,436488,11,Centro,2028-08
2028-08-13,Hogar,118117,53,Norte,2028-08
2028-08-14,Hogar,286815,10,Sur,2028-08
2028-08-15,Deportes,299192,85,Norte,2028-08
2028-08-16,Deportes,479490,84,Centro,2028-08
2028-08-17,Electrónica,298107,8,Norte,2028-08
2028-08-18,Juguetes,53954,36,Sur,2028-08
2028-08-19,Electrónica,475525,93,Centro,2028-08
2028-08-20,Deportes,243192,76,Centro,2028-08
2028-08-21,Ropa,367574,14,Sur,2028-08
2028-08-22,Deportes,10717,54,Sur,2028-08
2028-08-23,Juguetes,283820,85,Sur,2028-08
2028-08-24,Deportes,407650,86,Norte,2028-08
2028-08-25,Juguetes,190882,21,Norte,2028-08
2028-08-26,Juguetes,128696,50,Norte,2028-08
2028-08-27,Juguetes,497852,94,Sur,2028-08
2028-08-28,Juguetes,402974,39,Sur,2028-08
2028-08-29,Juguetes,14994,20,Norte,2028-08
2028-08-30,Ropa,276378,88,Centro,2028-08
2028-08-31,Electrónica,79300,87,Norte,2028-08
2028-09-01,Hogar,316093,7,Centro,2028-09
2028-09-02,Electrónica,47405,9,Sur,2028-09
2028-09-03,Juguetes,307016,1,Sur,2028-09
2028-09-04,Ropa,314359,26,Norte,2028-09
2028-09-05,Deportes,33185,38,Norte,2028-09
2028-09-06,Ropa,184514,38,Sur,2028-09
2028-09-07,Juguetes,454975,61,Norte,2028-09
2028-09-08,Ropa,313297,44,Sur,2028-09
2028-09-09,Ropa,349679,86,Sur,2028-09
2028-09-10,Juguetes,143653,44,Centro,2028-09
2028-09-11,Ropa,61717,74,Norte,2028-09
2028-09-12,Hogar,12763,62,Sur,2028-09
2028-09-13,Hogar,365054,6,Norte,2028-09
2028-09-14,Ropa,65480,17,Centro,2028-09
2028-09-15,Deportes,179831,51,Centro,2028-09
2028-09-16,Juguetes,217139,38,Norte,2028-09
2028-09-17,Hogar,128094,24,Norte,2028-09
2028-09-18,Deportes,166379,51,Sur,2028-09
2028-09-19,Ropa,237443,10,Centro,2028-09
2028-09-20,Deportes,21064,72,Centro,2028-09
2028-09-21,Electrónica,86848,21,Centro,2028-09
2028-09-22,Hogar,47548,70,Norte,2028-09
2028-09-23,Ropa,178017,85,Sur,2028-09
2028-09-24,Juguetes,451153,57,Norte,2028-09
2028-09-25,Ropa,278620,39,Norte,2028-09
2028-09-26,Juguetes,454972,88,Norte,2028-09
2028-09-27,Ropa,362245,33,Sur,2028-09
2028-09-28,Deportes,12382,59,Norte,2028-09
2028-09-29,Deportes,452899,18,Centro,2028-09
2028-09-30,Deportes,491215,56,Centro,2028-09
2028-10-01,Electrónica,186348,92,Centro,2028-10
2028-10-02,Juguetes,436618,57,Sur,2028-10
2028-10-03,Deportes,495097,96,Norte,2028-10
2028-10-04,Electrónica,430162,76,Sur,2028-10
2028-10-05,Juguetes,89698,48,Norte,2028-10
2028-10-06,Ropa,255762,42,Centro,2028-10
2028-10-07,Electrónica,253381,27,Norte,2028-10
2028-10-08,Hogar,477149,74,Norte,2028-10
2028-10-09,Electrónica,425551,52,Norte,2028-10
2028-10-10,Electrónica,55095,42,Sur,2028-10
2028-10-11,Juguetes,483146,32,Norte,2028-10
2028-10-12,Ropa,402118,26,Norte,2028-10
2028-10-13,Hogar,299341,25,Norte,2028-10
2028-10-14,Deportes,399763,75,Sur,2028-10
2028-10-15,Deportes,32010,23,Sur,2028-10
2028-10-16,Electrónica,427339,98,Sur,2028-10
2028-10-17,Juguetes,360067,57,Norte,2028-10
2028-10-18,Juguetes,143962,52,Centro,2028-10
2028-10-19,Deportes,496521,87,Centro,2028-10
2028-10-20,Hogar,402670,93,Centro,2028-10
2028-10-21,Ropa,119162,31,Norte,2028-10
2028-10-22,Hogar,393071,64,Centro,2028-10
2028-10-23,Ropa,280170,71,Centro,2028-10
2028-10-24,Deportes,337069,33,Centro,2028-10
2028-10-25,Ropa,78842,85,Norte,2028-10
2028-10-26,Juguetes,305809,2,Centro,2028-10
2028-10-27,Electrónica,281421,18,Centro,2028-10
2028-10-28,Electrónica,183311,47,Norte,2028-10
2028-10-29,Deportes,450880,33,Sur,2028-10
2028-10-30,Juguetes,320152,98,Centro,2028-10
2028-10-31,Hogar,286827,84,Sur,2028-10
2028-11-01,Juguetes,141742,35,Centro,2028-11
2028-11-02,Electrónica,230283,51,Norte,2028-11
2028-11-03,Electrónica,158961,18,Sur,2028-11
2028-11-04,Juguetes,458828,88,Sur,2028-11
2028-11-05,Juguetes,185607,72,Sur,2028-11
2028-11-06,Electrónica,350686,30,Sur,2028-11
2028-11-07,Hogar,326463,44,Centro,2028-11
2028-11-08,Deportes,255144,53,Centro,2028-11
2028-11-09,Deportes,364211,10,Sur,2028-11
2028-11-10,Juguetes,162711,87,Centro,2028-11
2028-11-11,Deportes,205784,52,Sur,2028-11
2028-11-12,Electrónica,419849,49,Sur,2028-11
2028-11-13,Electrónica,262217,11,Norte,2028-11
2028-11-14,Juguetes,437876,66,Sur,2028-11
2028-11-15,Juguetes,341119,58,Centro,2028-11
2028-11-16,Juguetes,173244,90,Sur,2028-11
2028-11-17,Hogar,462413,36,Norte,2028-11
2028-11-18,Deportes,111158,33,Centro,2028-11
2028-11-19,Juguetes,462063,47,Norte,2028-11
2028-11-20,Ropa,283721,13,Norte,2028-11
2028-11-21,Ropa,349443,40,Sur,2028-11
2028-11-22,Electrónica,292320,89,Norte,2028-11
2028-11-23,Deportes,447602,68,Norte,2028-11
2028-11-24,Juguetes,73972,42,Centro,2028-11
2028-11-25,Ropa,392162,19,Norte,2028-11
2028-11-26,Deportes,493007,82,Sur,2028-11
2028-11-27,Electrónica,444219,94,Sur,2028-11
2028-11-28,Hogar,292140,19,Sur,2028-11
2028-11-29,Deportes,110922,58,Norte,2028-11
2028-11-30,Deportes,358742,23,Centro,2028-11
2028-12-01,Hogar,45931,54,Sur,2028-12
2028-12-02,Deportes,134168,80,Norte,2028-12
2028-12-03,Electrónica,176782,65,Sur,2028-12
2028-12-04,Electrónica,133099,12,Sur,2028-12
2028-12-05,Hogar,44693,24,Centro,2028-12
2028-12-06,Juguetes,438956,34,Sur,2028-12
2028-12-07,Ropa,480457,53,Centro,2028-12
2028-12-08,Juguetes,118944,8,Norte,2028-12
2028-12-09,Deportes,234655,18,Sur,2028-12
2028-12-10,Ropa,217574,57,Norte,2028-12
2028-12-11,Hogar,289518,5,Norte,2028-12
2028-12-12,Hogar,479890,26,Norte,2028-12
2028-12-13,Ropa,257572,30,Sur,2028-12
2028-12-14,Electrónica,353615,54,Centro,2028-12
2028-12-15,Ropa,55913,13,Sur,2028-12
2028-12-16,Deportes,395827,83,Norte,2028-12
2028-12-17,Electrónica,207097,29,Centro,2028-12
2028-12-18,Hogar,316660,3,Norte,2028-12
2028-12-19,Ropa,97796,90,Centro,2028-12
2028-12-20,Juguetes,298213,58,Sur,2028-12
2028-12-21,Juguetes,390477,76,Centro,2028-12
2028-12-22,Deportes,459449,2,Sur,2028-12
2028-12-23,Juguetes,94811,75,Norte,2028-12
2028-12-24,Ropa,200121,28,Centro,2028-12
2028-12-25,Ropa,242892,82,Norte,2028-12
2028-12-26,Juguetes,390172,77,Centro,2028-12
2028-12-27,Ropa,49178,86,Sur,2028-12
2028-12-28,Deportes,304965,76,Centro,2028-12
2028-12-29,Electrónica,454943,2,Centro,2028-12
2028-12-30,Deportes,464151,7,Sur,2028-12
2028-12-31,Deportes,26999,26,Sur,2028-12
2029-01-01,Ropa,465738,90,Sur,2029-01
2029-01-02,Electrónica,310856,88,Centro,2029-01
2029-01-03,Ropa,205623,76,Norte,2029-01
2029-01-04,Hogar,181244,16,Centro,2029-01
2029-01-05,Ropa,305866,23,Centro,2029-01
2029-01-06,Ropa,282769,40,Norte,2029-01
2029-01-07,Ropa,208237,60,Sur,2029-01
2029-01-08,Electrónica,479725,73,Centro,2029-01
2029-01-09,Ropa,16859,32,Norte,2029-01
2029-01-10,Electrónica,444825,15,Sur,2029-01
2029-01-11,Juguetes,446523,13,Sur,2029-01
2029-01-12,Hogar,120986,5,Centro,2029-01
2029-01-13,Electrónica,242654,75,Sur,2029-01
2029-01-14,Juguetes,293983,74,Sur,2029-01
2029-01-15,Electrónica,299360,52,Norte,2029-01
2029-01-16,Electrónica,325097,77,Norte,2029-01
2029-01-17,Hogar,487697,41,Sur,2029-01
2029-01-18,Deportes,463809,53,Norte,2029-01
2029-01-19,Deportes,475291,50,Sur,2029-01
2029-01-20,Electrónica,59522,15,Centro,2029-01
2029-01-21,Ropa,240233,7,Norte,2029-01
2029-01-22,Juguetes,408102,40,Sur,2029-01
2029-01-23,Ropa,383393,28,Sur,2029-01
2029-01-24,Ropa,17485,32,Norte,2029-01
2029-01-25,Electrónica,434671,99,Norte,2029-01
2029-01-26,Electrónica,253056,15,Centro,2029-01
2029-01-27,Electrónica,419983,85,Sur,2029-01
2029-01-28,Electrónica,122701,70,Centro,2029-01
2029-01-29,Deportes,431669,65,Centro,2029-01
2029-01-30,Electrónica,217352,4,Centro,2029-01
2029-01-31,Deportes,112638,11,Norte,2029-01
2029-02-01,Deportes,194514,26,Centro,2029-02
2029-02-02,Electrónica,455093,61,Norte,2029-02
2029-02-03,Hogar,284370,37,Norte,2029-02
2029-02-04,Juguetes,103405,23,Centro,2029-02
2029-02-05,Ropa,294732,93,Centro,2029-02
2029-02-06,Deportes,220048,85,Sur,2029-02
2029-02-07,Juguetes,172781,91,Centro,2029-02
2029-02-08,Hogar,451004,40,Sur,2029-02
2029-02-09,Ropa,491247,77,Centro,2029-02
2029-02-10,Ropa,47019,23,Centro,2029-02
2029-02-11,Deportes,448164,16,Centro,2029-02
2029-02-12,Electrónica,271497,94,Centro,2029-02
2029-02-13,Hogar,75133,61,Sur,2029-02
2029-02-14,Deportes,386588,68,Sur,2029-02
2029-02-15,Hogar,207530,80,Centro,2029-02
2029-02-16,Electrónica,389747,31,Centro,2029-02
2029-02-17,Electrónica,168598,53,Sur,2029-02
2029-02-18,Deportes,476709,25,Norte,2029-02
2029-02-19,Electrónica,138585,44,Norte,2029-02
2029-02-20,Juguetes,455414,12,Norte,2029-02
2029-02-21,Ropa,255172,90,Sur,2029-02
2029-02-22,Deportes,315539,97,Sur,2029-02
2029-02-23,Hogar,427247,92,Norte,2029-02
2029-02-24,Juguetes,478758,9,Norte,2029-02
2029-02-25,Deportes,135814,12,Centro,2029-02
2029-02-26,Electrónica,440917,69,Sur,2029-02
2029-02-27,Electrónica,384743,54,Sur,2029-02
2029-02-28,Electrónica,35939,54,Norte,2029-02
2029-03-01,Electrónica,452361,28,Norte,2029-03
2029-03-02,Hogar,423540,56,Sur,2029-03
2029-03-03,Juguetes,163939,99,Centro,2029-03
2029-03-04,Ropa,272347,69,Norte,2029-03
2029-03-05,Hogar,419760,98,Sur,2029-03
2029-03-06,Hogar,419115,98,Sur,2029-03
2029-03-07,Ropa,301207,77,Centro,2029-03
2029-03-08,Ropa,100880,58,Centro,2029-03
2029-03-09,Electrónica,13748,78,Norte,2029-03
2029-03-10,Hogar,246094,75,Norte,2029-03
2029-03-11,Deportes,389413,42,Norte,2029-03
2029-03-12,Ropa,469845,38,Sur,2029-03
2029-03-13,Ropa,352908,68,Norte,2029-03
2029-03-14,Juguetes,161956,53,Sur,2029-03
2029-03-15,Deportes,166255,33,Norte,2029-03
2029-03-16,Deportes,484786,71,Centro,2029-03
2029-03-17,Ropa,474462,56,Centro,2029-03
2029-03-18,Electrónica,380180,72,Sur,2029-03
2029-03-19,Juguetes,160331,51,Centro,2029-03
2029-03-20,Deportes,177031,74,Sur,2029-03
2029-03-21,Ropa,388669,43,Sur,2029-03
2029-03-22,Deportes,436673,15,Centro,2029-03
2029-03-23,Juguetes,357823,38,Sur,2029-03
2029-03-24,Juguetes,135829,15,Centro,2029-03
2029-03-25,Hogar,138216,5,Norte,2029-03
2029-03-26,Ropa,405319,93,Norte,2029-03
2029-03-27,Juguetes,75901,83,Centro,2029-03
2029-03-28,Hogar,253386,54,Centro,2029-03
2029-03-29,Hogar,185607,51,Centro,2029-03
2029-03-30,Deportes,419319,10,Centro,2029-03
2029-03-31,Deportes,108046,12,Norte,2029-03
2029-04-01,Hogar,362156,4,Sur,2029-04
2029-04-02,Deportes,88278,95,Sur,2029-04
2029-04-03,Juguetes,284535,18,Norte,2029-04
2029-04-04,Electrónica,112476,80,Sur,2029-04
2029-04-05,Juguetes,432117,36,Norte,2029-04
2029-04-06,Hogar,392865,25,Sur,2029-04
2029-04-07,Hogar,107537,87,Centro,2029-04
2029-04-08,Juguetes,353303,76,Centro,2029-04
2029-04-09,Deportes,471130,98,Centro,2029-04
2029-04-10,Deportes,403184,36,Norte,2029-04
2029-04-11,Hogar,191429,67,Norte,2029-04
2029-04-12,Ropa,227980,9,Sur,2029-04
2029-04-13,Deportes,441653,61,Sur,2029-04
2029-04-14,Juguetes,307647,53,Sur,2029-04
2029-04-15,Deportes,499498,18,Norte,2029-04
2029-04-16,Juguetes,496675,43,Sur,2029-04
2029-04-17,Hogar,85403,35,Centro,2029-04
2029-04-18,Deportes,444474,63,Sur,2029-04
2029-04-19,Juguetes,436940,98,Centro,2029-04
2029-04-20,Hogar,74286,78,Norte,2029-04
2029-04-21,Ropa,346986,4,Centro,2029-04
2029-04-22,Juguetes,114927,93,Centro,2029-04
2029-04-23,Ropa,287052,41,Centro,2029-04
2029-04-24,Ropa,495833,45,Norte,2029-04
2029-04-25,Electrónica,453842,50,Norte,2029-04
2029-04-26,Deportes,309372,79,Norte,2029-04
2029-04-27,Juguetes,33386,28,Norte,2029-04
2029-04-28,Ropa,187826,42,Sur,2029-04
2029-04-29,Electrónica,300446,80,Norte,2029-04
2029-04-30,Hogar,332959,76,Centro,2029-04
2029-05-01,Juguetes,262156,69,Norte,2029-05
2029-05-02,Ropa,487964,98,Sur,2029-05
2029-05-03,Deportes,335488,1,Sur,2029-05
2029-05-04,Electrónica,438834,39,Sur,2029-05
2029-05-05,Ropa,383747,96,Centro,2029-05
2029-05-06,Deportes,479450,90,Norte,2029-05
2029-05-07,Ropa,333258,17,Norte,2029-05
2029-05-08,Juguetes,258724,91,Norte,2029-05
2029-05-09,Juguetes,211202,88,Centro,2029-05
2029-05-10,Juguetes,35525,35,Centro,2029-05
2029-05-11,Electrónica,89818,46,Sur,2029-05
2029-05-12,Juguetes,124589,42,Sur,2029-05
2029-05-13,Deportes,155406,39,Norte,2029-05
2029-05-14,Ropa,104715,90,Centro,2029-05
2029-05-15,Hogar,203839,49,Centro,2029-05
2029-05-16,Deportes,278788,62,Norte,2029-05
2029-05-17,Deportes,373298,38,Norte,2029-05
2029-05-18,Juguetes,436149,23,Sur,2029-05
2029-05-19,Electrónica,267438,22,Sur,2029-05
2029-05-20,Ropa,315613,4,Sur,2029-05
2029-05-21,Electrónica,436903,49,Norte,2029-05
2029-05-22,Ropa,378753,59,Norte,2029-05
2029-05-23,Ropa,455872,73,Sur,2029-05
2029-05-24,Electrónica,420591,68,Sur,2029-05
2029-05-25,Deportes,337350,71,Centro,2029-05
2029-05-26,Ropa,368606,87,Centro,2029-05
2029-05-27,Electrónica,177679,2,Sur,2029-05
2029-05-28,Ropa,93178,49,Sur,2029-05
2029-05-29,Hogar,427209,88,Centro,2029-05
2029-05-30,Deportes,185458,95,Sur,2029-05
2029-05-31,Juguetes,264466,31,Centro,2029-05
2029-06-01,Ropa,449503,40,Centro,2029-06
2029-06-02,Hogar,96724,48,Centro,2029-06
2029-06-03,Juguetes,239204,51,Norte,2029-06
2029-06-04,Juguetes,496524,43,Norte,2029-06
2029-06-05,Ropa,106393,98,Sur,2029-06
2029-06-06,Electrónica,399458,55,Centro,2029-06
2029-06-07,Ropa,86312,88,Norte,2029-06
2029-06-08,Hogar,347468,49,Sur,2029-06
2029-06-09,Juguetes,81196,90,Sur,2029-06
2029-06-10,Ropa,80014,80,Sur,2029-06
2029-06-11,Electrónica,411426,57,Sur,2029-06
2029-06-12,Ropa,151994,77,Sur,2029-06
2029-06-13,Deportes,439505,15,Centro,2029-06
2029-06-14,Electrónica,43340,27,Sur,2029-06
2029-06-15,Hogar,311994,68,Centro,2029-06
2029-06-16,Juguetes,460200,80,Norte,2029-06
2029-06-17,Ropa,123711,64,Sur,2029-06
2029-06-18,Electrónica,225250,94,Norte,2029-06
2029-06-19,Deportes,21094,30,Centro,2029-06
2029-06-20,Electrónica,360103,36,Centro,2029-06
2029-06-21,Deportes,436634,67,Norte,2029-06
2029-06-22,Hogar,277885,86,Sur,2029-06
2029-06-23,Juguetes,121585,86,Sur,2029-06
2029-06-24,Hogar,475590,49,Norte,2029-06
2029-06-25,Ropa,394708,76,Norte,2029-06
2029-06-26,Electrónica,78798,55,Norte,2029-06
2029-06-27,Deportes,388170,85,Sur,2029-06
2029-06-28,Deportes,211604,56,Sur,2029-06
2029-06-29,Electrónica,120130,68,Sur,2029-06
2029-06-30,Electrónica,294308,95,Norte,2029-06
2029-07-01,Ropa,176667,44,Sur,2029-07
2029-07-02,Hogar,40257,31,Centro,2029-07
2029-07-03,Deportes,417427,58,Norte,2029-07
2029-07-04,Ropa,368133,87,Sur,2029-07
2029-07-05,Hogar,408448,53,Norte,2029-07
2029-07-06,Ropa,470969,84,Centro,2029-07
2029-07-07,Deportes,62691,79,Centro,2029-07
2029-07-08,Electrónica,492981,23,Norte,2029-07
2029-07-09,Electrónica,89768,28,Norte,2029-07
2029-07-10,Hogar,428829,16,Centro,2029-07
2029-07-11,Juguetes,24026,37,Norte,2029-07
2029-07-12,Hogar,456751,21,Centro,2029-07
2029-07-13,Juguetes,235162,79,Centro,2029-07
2029-07-14,Ropa,303052,17,Sur,2029-07
2029-07-15,Ropa,455329,37,Norte,2029-07
2029-07-16,Deportes,29610,77,Norte,2029-07
2029-07-17,Juguetes,187718,19,Sur,2029-07
2029-07-18,Deportes,335329,30,Centro,2029-07
2029-07-19,Electrónica,344711,45,Norte,2029-07
2029-07-20,Juguetes,188646,18,Sur,2029-07
2029-07-21,Hogar,232123,78,Sur,2029-07
2029-07-22,Electrónica,308326,62,Norte,2029-07
2029-07-23,Electrónica,388280,36,Sur,2029-07
2029-07-24,Hogar,403786,84,Centro,2029-07
2029-07-25,Electrónica,29288,52,Sur,2029-07
2029-07-26,Juguetes,350968,19,Centro,2029-07
2029-07-27,Deportes,433093,44,Centro,2029-07
2029-07-28,Electrónica,94425,7,Norte,2029-07
2029-07-29,Juguetes,10917,44,Sur,2029-07
2029-07-30,Ropa,347746,68,Centro,2029-07
2029-07-31,Juguetes,498256,34,Centro,2029-07
2029-08-01,Deportes,336719,66,Sur,2029-08
2029-08-02,Juguetes,344662,69,Centro,2029-08
2029-08-03,Hogar,263187,55,Sur,2029-08
2029-08-04,Deportes,49104,10,Norte,2029-08
2029-08-05,Ropa,159134,96,Centro,2029-08
2029-08-06,Hogar,289143,42,Centro,2029-08
2029-08-07,Juguetes,272091,41,Sur,2029-08
2029-08-08,Deportes,465061,77,Sur,2029-08
2029-08-09,Ropa,413157,69,Sur,2029-08
2029-08-10,Hogar,71169,10,Sur,2029-08
2029-08-11,Ropa,164542,10,Centro,2029-08
2029-08-12,Juguetes,139744,91,Norte,2029-08
2029-08-13,Ropa,382828,60,Norte,2029-08
2029-08-14,Electrónica,69821,51,Norte,2029-08
2029-08-15,Hogar,227741,21,Norte,2029-08
2029-08-16,Ropa,259265,8,Sur,2029-08
2029-08-17,Juguetes,447651,65,Centro,2029-08
2029-08-18,Juguetes,407745,92,Centro,2029-08
2029-08-19,Ropa,224127,78,Centro,2029-08
2029-08-20,Juguetes,284336,85,Sur,2029-08
2029-08-21,Deportes,346246,30,Centro,2029-08
2029-08-22,Deportes,213834,85,Sur,2029-08
2029-08-23,Deportes,244538,49,Centro,2029-08
2029-08-24,Electrónica,387038,9,Norte,2029-08
2029-08-25,Ropa,96795,17,Sur,2029-08
2029-08-26,Electrónica,175159,69,Centro,2029-08
2029-08-27,Juguetes,338821,58,Norte,2029-08
2029-08-28,Electrónica,145699,57,Norte,2029-08
2029-08-29,Juguetes,459757,62,Norte,2029-08
2029-08-30,Juguetes,253877,95,Sur,2029-08
2029-08-31,Hogar,209298,52,Sur,2029-08
2029-09-01,Deportes,406471,61,Centro,2029-09
2029-09-02,Juguetes,198505,40,Norte,2029-09
2029-09-03,Hogar,146285,38,Centro,2029-09
2029-09-04,Deportes,112412,43,Centro,2029-09
2029-09-05,Juguetes,29404,63,Norte,2029-09
2029-09-06,Juguetes,126545,19,Centro,2029-09
2029-09-07,Electrónica,428596,50,Sur,2029-09
2029-09-08,Electrónica,232128,33,Centro,2029-09
2029-09-09,Deportes,160245,13,Norte,2029-09
2029-09-10,Juguetes,194099,78,Sur,2029-09
2029-09-11,Ropa,296133,97,Sur,2029-09
2029-09-12,Electrónica,271657,62,Centro,2029-09
2029-09-13,Deportes,380250,93,Centro,2029-09
2029-09-14,Juguetes,296663,43,Sur,2029-09
2029-09-15,Juguetes,266875,49,Centro,2029-09
2029-09-16,Ropa,294583,36,Norte,2029-09
2029-09-17,Deportes,390714,10,Centro,2029-09
2029-09-18,Juguetes,480165,95,Centro,2029-09
2029-09-19,Electrónica,24995,6,Sur,2029-09
2029-09-20,Ropa,33559,57,Centro,2029-09
2029-09-21,Deportes,361193,1,Centro,2029-09
2029-09-22,Ropa,408237,71,Centro,2029-09
2029-09-23,Electrónica,108000,58,Norte,2029-09
2029-09-24,Deportes,162191,91,Centro,2029-09
2029-09-25,Ropa,454755,21,Norte,2029-09
2029-09-26,Hogar,498051,92,Norte,2029-09
2029-09-27,Electrónica,311494,80,Norte,2029-09
2029-09-28,Electrónica,449439,56,Norte,2029-09
2029-09-29,Electrónica,35517,87,Sur,2029-09
2029-09-30,Hogar,481869,20,Norte,2029-09
2029-10-01,Hogar,425466,54,Centro,2029-10
2029-10-02,Juguetes,225558,25,Norte,2029-10
2029-10-03,Ropa,486111,28,Centro,2029-10
2029-10-04,Juguetes,361276,5,Norte,2029-10
2029-10-05,Ropa,494282,21,Sur,2029-10
2029-10-06,Hogar,470014,18,Norte,2029-10
2029-10-07,Hogar,457415,47,Norte,2029-10
2029-10-08,Juguetes,331690,70,Sur,2029-10
2029-10-09,Deportes,115686,57,Norte,2029-10
2029-10-10,Juguetes,98151,93,Centro,2029-10
2029-10-11,Ropa,275471,19,Norte,2029-10
2029-10-12,Juguetes,130318,97,Norte,2029-10
2029-10-13,Electrónica,432984,65,Norte,2029-10
